"bbl","irrlotcode","lotarea","lotfront","lotdepth","front_depth_product","pluto_shape_area","geom"
"3001207503.0","N",19135,"0","0","0","20342.8394649566","0106000020D7080000010000000103000000010000000B00000080590159E82A2E4100E83A42A8940741803BE9CCE72A2E4100307BB47694074100543146E62A2E41003C586FEC93074180788FC2B22B2E410060F690C193074180AA7D0EAB2B2E4100DC2AD30791074180E3DDBD9F2B2E41001C7E0F078D074100D40DD0462B2E41006C5CFF118D074180A37CD6E52A2E4100D02A2B319107418014F24CA42A2E4100BE5544FA93074180D3ABA8922A2E410068D038BA94074180590159E82A2E4100E83A42A8940741"
"3036030010.0","N",21000,"210","100","21000","20828.9896797319","0106000020D708000001000000010300000001000000090000000084FDA62FD12E41007803EFA7F4054180CF797C4ED12E4100B6A1EA33F20541801B21526DD12E4100F43FE6BFEF054180708AC778D12E410078304FD4EE0541007A966BB6D02E410040F95336EE054180C57A9865D02E4100BA13F7A6F405418086F62C79D02E4100503DE2B6F4054100B193F127D12E4100EA46F044F505410084FDA62FD12E41007803EFA7F40541"
"3072060043.0","N",47215,"535","36","19260","47215.4613653775","0106000020D70800000100000001030000000100000021000000804AEBE578312E4100D68036C8A40241001CE54B60312E41003EE1628DA4024100C85F207C312E4100E4788B6FA20241801F8C8FB4312E410008FA7E5EA0024180D223654A322E4100A469635C9B024180E12F65EE312E4100EE37700F9B0241006C377CCE312E41000CBCC0ED9B0241806B9B3826312E410088B30882A00241005CF2B70F312E41000E7ECD1EA1024180355F17F6302E4100A201C29AA1024180138FD4A2302E4100BC937A2DA30241005C5A0FA0302E41005235A244A30241006CC8F09B302E410074CB1961A30241802F7E4B99302E41001ED0C770A30241800305E495302E41008E5DBA82A3024100C0547692302E4100A2C7C592A3024100D97ADE8E302E4100C47DCCA1A30241803B2D628C302E410070C646ABA30241007AD11E8A302E41009AE154B3A3024100FF08E586302E4100B072F3BDA30241809D9E6F83302E4100CC8251C8A3024100DB5B2380302E4100A02D52D1A3024100332B207D302E410010B169D8A30241808A44166A302E41005A7D8034A4024180769C154C302E4100CAFA9DC5A4024100E40C0A12302E4100080560DEA502418004B404DB2F2E41007E16CEF4AB02418014FD021F302E4100C025204DAB0241807AF3BE2A302E4100CC493030AB0241801EA6F9E3302E4100A037A034A8024180B5572C2A312E41006ADB6359A7024180A85A6E32312E410014903197A60241804AEBE578312E4100D68036C8A40241"
"3087200070.0","N",82555,"100","100","10000","81506.6238881704","0106000020D7080000010000000103000000030000007600000080AA73A574642E41008AAF69BE4C024180974BD172642E410056B0E8A84C02410013A5E871642E410096857C924C024180370DF271642E4100B6C5C57B4C024180B103D872642E410028E3253F4C024100FC099A61642E41006087F7374C0241806AA2916C642E4100E0A7D75349024180D504058E642E41000C3E45D648024180FCDFB3A1642E41007C3CEFD74802410024B9E0A5642E410044DDAA98470241007C6C0C73642E4100F25FEB8B47024100C3377275642E4100E49E097947024100928DF276642E4100D414196C47024100DD855979642E4100E4731C55470241002326BF7B642E41001020463A47024100F6AC827D642E41002AEE002247024180E8A1D27F642E410066CC42FA46024100828FC981642E4100C08299B5460241000E1DA688642E4100DAC870B844024100C78DDE89642E4100AA4B86A544024180C48C738C642E4100CEC9438D44024100D61E928F642E41009ABD917944024100335C0693642E41005A38CE6B44024100A528C296642E4100E238A362440241001BB3879B642E4100E8D4705C4402418082A09A4D662E410008CE49C94402410056826157662E4100DEF01381400241007890C7A3652E41009E8E0A5440024100A5159F9D652E41007A87064D400241804AD99597652E4100C87E563D4002410047DFED92652E41003A5CEE2540024100757FE890652E41007A8C5A124002410020F10B90652E4100F2F5E2F83F0241003470A199652E41008A9A051C3D024180A7454C9B652E4100042ECDFA3C0241007A4CA59F652E41005A56DFDB3C0241806AE39BA6652E41003AADDEC53C024100E25028AC652E410046334CC33C024180B0B3DE40672E4100EA73C8283D024180FDBD4E44672E4100FEE6F0213C02418033A6702C662E41007A3FC3DB3B0241008F853D5D652E41007606CEA73B024180AC25B85B652E4100BE29176D3C024180EBCF4B45652E4100BCA7C51F43024180588C1443652E410046AC7330430241801B46B140652E41002E9A6B3F430241007415AE3D652E41008EA7484F43024100599CC639652E41005E554B604302410003091236652E41002819AE6D43024180F5A73633652E41007C2B8D764302410052D76A59642E41002EF8EF3F4302410008291B84632E41003A59720A43024100E6496B7F632E41004E5E9F0743024180E8CE827A632E4100D8C67DFF42024100F6BFA576632E410098920DF442024100AD483F74632E4100222556E942024100DB8AB571632E41008C089CD742024180B90E6270632E41007CF93DC542024180B4871E70632E4100B4EE37BB42024100206A3A70632E4100C62050AE4202410017B1B486632E4100BA567BF73B0241000F584889632E4100746475323B024100DE34A8A9622E4100844763FA3A0241005FBFC7AD612E410024FB38BB3A024100BF0500AA612E4100C05FFCC13B024180D07A2824632E4100C6CD8E1F3C02418083D33F29632E410052230F233C02418002B8072E632E4100D4DF982F3C0241808C489032632E41004453FE3F3C0241005DB01935632E4100E0EE77513C024100EBDB0436632E4100EA4AFC603C02410022231336632E4100366008773C0241002029402C632E4100C8824A663F024100C7A9D529632E4100DA613C8A3F024180515FC523632E410018AD0EA93F024100381E0F1E632E4100CC8B29B63F02410084B3EE17632E41002CEDAFBB3F024180E09D2C56622E41003071198B3F024100E3FEDB44622E41009C0CB42944024180DB9970FA632E4100221D6E9744024100C1B5A8F2632E41004C7AC0BD46024180EB83A5F8632E410070E2A633470241000D25220E642E4100387EFB9A47024100036900D5632E4100CA82A78C470241802B682AD1632E410074FCF59B48024100D46C03E6632E41003EA6A0A24802410075DD9201642E4100FCD9C22249024180271A9BF5632E41005E5C35194C024100A87331E5632E4100D46439164C0241000BC9C6E4632E4100F02A9E304C024100643F17E4632E410070F4AE454C0241008A0E94E2632E410038AB0B5A4C024180A31F47E0632E41004C49316D4C024180E93A3FDD632E4100CAD4A27E4C024180A80790D9632E4100FA6BEF8D4C0241003D8B51D5632E41006249B49A4C02410011279FD0632E4100BEC79EA44C0241009A4297CB632E410016BA6DAB4C024100579F5AC6632E4100BE73F5AE4C024180CB2B0BC1632E4100601C1FAF4C0241007C2CCBBB632E4100F807EAAB4C024180465489B5632E41008E6BC6AA4C0241008F3951B4632E410010E483BD4C024180D90ED3D0632E4100364089DB4C024180E02A8F05642E410072B51B024D0241007FB84444642E410098C0CD1D4D0241009579A875642E4100C0D156254D0241005D471193642E4100AA069C264D024100CFADEF9A642E4100FADD5C244D0241001322BF9A642E4100B4BF21104D024100B0582F94642E41005E930B104D024180C685858E642E4100F844640E4D0241006F530189642E41001424FE084D0241804266CA83642E4100487DFFFF4C024100D0DD057F642E41008825A8F34C0241809CD3D57A642E41002ECE50E44C0241801A035877642E4100E0FC66D24C024180AA73A574642E41008AAF69BE4C024126000000002B9B4A80652E4100024D7486430241807C0A1887652E4100CA4800CF41024100E01BB687652E41000495F9AD41024100A4096D88652E4100D4A9D8A3410241009919B589652E4100E8944D9A41024100D8E0188C652E410032E0C78F410241001EF4B78D652E410066022E8B4102410096B26C90652E410084EB4C8641024100B5CFD093652E41002C9B248441024100442B9497652E41008CD5C18441024100FE5A3308662E4100EC3DCDA141024100D5D75C0E662E4100A83DCDA3410241009BC26711662E4100B80E36A8410241003664E313662E4100784CD5AD41024100943B4F16662E4100A6BFE4B54102410026254418662E41004A045DBF4102418095C9AB19662E4100CE9651C941024180FCE08C1A662E4100D2B7E2D2410241007D52F01A662E4100C6DDCBDF410241808702F31A662E4100B4EC29F341024180B38B0C15662E4100968A6BB643024180A4508414662E410030507ACA430241800F4C9713662E4100D2293DD5430241808F492B12662E4100546EB5DF43024100F15D7510662E410048507CE84302418000FFDA0C662E4100C65680F44302418085D81C09662E4100342E97FB43024100DE749505662E410070D6C0FE430241003C4F8200662E410036B02DFE43024180A406EC8F652E410034E69BDD430241006704808C652E4100EC66B1DA43024100A36F7589652E4100EE6686D5430241803BE08286652E41000A708ACD430241003BDBAA83652E4100A6218DC14302418029D65281652E41003E54A5B043024100630D5980652E4100A84447A24302418081C31E80652E410088A52197430241002B9B4A80652E4100024D7486430241160000008075D2A09C622E4100B805CECD40024180A7932CA4622E4100F24844C3400241004DC0890D632E4100B60C53E54002418073D55415632E410050F6C905410241009B21BB18632E4100F0C28617410241004571F81A632E410098CAE024410241803A9BCD1D632E4100E8B557384102410002D89620632E4100AE1B8C4F410241806DC64D1C632E4100DA7880F042024180E9560017632E4100F899E812430241808B328312632E4100D099942843024180EAA6670C632E4100786A7E3F4302418001D07B06632E4100B2A49C5043024100AA649499622E410050EB933B430241803C1A4493622E41006213FC2843024180057D0A8E622E4100CEF36A144302418077EA8089622E41003E4CC0FC42024100215B0E86622E4100C45297E442024180E9692B8B622E4100B61A070A410241009F7FB68E622E4100FA3A6BF5400241807689A695622E41007E6E83DD4002418075D2A09C622E4100B805CECD400241"
"4000710039.0","N",38578,"0","0","0","38577.6329476165","0106000020D7080000010000000103000000010000001100000080ECE37CD77A2E410012FBDCCF9809418010DE47657A2E410086D7930C9809410018316738772E4100A2BAD1619209418036DB0DFF762E4100A4BE77FB91094100F4DFE503772E410094597221920941808B0DE80E772E410010BA298F920941800F97C215772E4100F220B8E59209418068162D18772E4100F61E3904930941009EB6121B772E4100E88E1B0193094100570AFF40772E4100C4FAFC9D9509410011EC1104782E410012BA46DD9609418021741435792E4100B67CC7C098094100BD601F2A792E4100A2211E01990941006C39223C792E41001676213B9909410064B2F664792E41003E018F1199094180CE1731DB792E4100629891CF99094180ECE37CD77A2E410012FBDCCF980941"
"4008500001.0","N",8073446,"0","0","0","7938547.88265042","0106000020D708000001000000010300000001000000C8000000809689AB31DF2E4100946BBA69680B41002F822B6ADF2E410006CDA1D2700B410009C66D13E02E410002FE11F7700B4180F9B3F259DE2E41004A7D31B9760B418002E74936DE2E4100207200AD760B4100E6B91B13DE2E41006434B592760B4100FD33C1F0DD2E41001C49926A760B4180950291CFDD2E4100D0D1FD34760B4100F778DFAFDD2E410088307EF2750B4180F0B5E254DD2E410030BADF1B750B4180216096C2D82E4100DC00D9A3600B41807B9705A7D82E410024700935600B4100AB794A8FD82E41009A17D5B85F0B4100402ACC7BD82E4100668357315F0B418082A8DF6CD82E41006EF8DDA05E0B41006C4AC562D82E4100305CDB095E0B4100A868A95DD82E41009078DF6E5D0B41008BD9A15DD82E4100C2E78CD25C0B41803FCE076CD82E41004272ED55590B4180702C3770D82E41007EEB48A0580B41008751346FD82E4100F09DEBE9570B418090C40269D82E4100BEEE3235570B4180DC03B75DD82E4100FEE67884560B4180FCAF764DD82E4100987309DA550B4100C2DF7738D82E41001AAD1B38550B41003A49001FD82E4100AC1FCBA0540B4100AEEB6401D82E4100E6B60D16540B41006D1F0EA5D72E4100885FF49F520B4100619EFCE7D72E4100662849AF510B4180A18CD012D72E4100666052FE4D0B41807E1B820AD72E4100F2C180D94D0B4100EFA470FDD62E4100D43365E64D0B4180947A35B5D42E4100FE3794C8430B4180C8084E40C12E41009403ABEE8B0B4180D10CE759C12E410098E623608C0B4180859EB283C12E4100B208883D8C0B4180256AAE8DC12E4100506ED6E58D0B41806CCE8582C22E41004A4443028E0B4100CE958818C32E410066742D61900B4100BB35DC50C32E4100F8FB38908F0B41807C69475BC42E410006CDD414900B410035AEE6BBC62E41006A42F8FE860B41003B11434FC92E4100F0DE4CA1910B4180E8D942ADC92E410020F1133A900B4100998B41ABCA2E4100646EC152940B410073F5A3D6CA2E4100F498F6AC930B4180F18137A3CB2E4100CE1C9AF9960B4100F6C8BD29CB2E4100DCA8D3C9980B41802A2CFBDECB2E41004691D0DF9B0B4180A3313BB5CB2E4100DC12717F9C0B41805E933438CC2E4100AEE553AA9E0B418013D3EB57CC2E410012E676319E0B4100759CF43ACD2E4100BA7BD600A20B4100BEEEEBCCCC2E4100D0E024ADA30B4180CF127802CF2E410084DB6A2AAD0B41003767A57AD02E41007EBD58DAA70B41009EABCAA9D02E410026D01894A80B41807D9C90C1D22E4100A2A859D8A00B4100F08156A0D22E4100AAB22A49A00B4100DD30A342D32E4100F27A5B339D0B4100246B1AACD82E4100543B4326890B410016B926A2D92E4100F4D500558D0B41000428D121DA2E4100E273B2918B0B418068C1BED3DA2E410066CCBA898E0B4180BD35D0F1DA2E410050C7DB1B8E0B4100C738B8F9DB2E41002E8936DD920B418003184792DC2E41005654A2AC900B4100C9E896A8DD2E4100BCA720C2950B4180CD288732E12E410016A9F094880B41009104B6D1E32E4100341F3DE1930B4100BF196CDEE32E4100D872EC35940B41004FA6C8ECE32E41001615F1BD940B4180B8883AF7E32E410078C82A62950B4180B22C22FCE32E4100C260D92B960B4180048ED2F7E32E41008EEC0208970B4100EBBE94E9E32E41003C2AD9CB970B4180A3163FD2E32E410056524F90980B4180CFFD867AE22E41001058CC569D0B41801853FD0DDE2E41005A5BF6E3A40B4180B53DB7C4DB2E4100C471E3A4A50B4180BCC24DB0DB2E4100763DEE4CA50B4180C751AA63DA2E4100A04F1F44AA0B41802412DC71DB2E41005CB874D0AE0B4180CC09D25FDC2E4100B467E4D1B20B41002A915AAADC2E4100549A1213B40B4100AEB396ADDC2E41007E09CA10B40B4100E8ADC1DEDC2E4100BEBD76E6B30B4180CFFF6AE4DC2E4100FA8FDFE1B30B4180F1914F43DD2E4100FA5C408AB30B41008CF8184FDD2E41009A0B6C7BB30B41003801B354DD2E4100F0302869B30B41000EF07F57DD2E4100542D2447B30B4180DE97BE58DD2E4100E8F00328B30B418013620E59DD2E41009841D2DFB20B4180177E9C5ADD2E410076A8AEC5B20B4180C0F32C5FDD2E4100EAAF2F9CB20B4180CE3F5363DD2E4100462DED89B20B410041370F67DD2E4100244D7C7DB20B4180ED6AA96CDD2E410054178B6EB20B418015CE1B79DD2E410066AD2953B20B4180EA64288BDD2E410070EBC637B20B4180D581BBD2DD2E41002ACE31D4B10B4100D7C00802DE2E4100BA0B7793B10B4100A173F810DE2E41004E880982B10B4100326B0A1EDE2E4100C8F51478B10B4100C02D1B68DE2E410024114A46B10B418029800798DE2E4100ECAFEC25B10B4180AA1FAEAFDE2E41003C8D840FB10B4180676900DADE2E41003A4E37E0B00B4180A4CD783ADF2E4100B23DA877B00B4180F5782AA1DF2E4100FE9CA502B00B41008EB2A41DE02E41009E313C77AF0B410075E06954E02E41002CC38036AF0B41008D16716BE02E41009C5FA218AF0B41006B109A80E02E410060A643F8AE0B41003F4D26B1E02E4100CE0318ABAE0B4100CD3EB7DCE02E4100900B6C5BAE0B4100BA0BCB05E12E4100F8103F0EAE0B4100ED525A15E12E4100246265EBAD0B41803BD6711DE12E410016E57AD7AD0B418034E1222BE12E41009AE422B2AD0B41806728B23AE12E410058B2DB7DAD0B4100259D0465E12E4100E47186DEAC0B4100488C287FE12E410012BEFA70AC0B4100FF78DF87E12E4100FC1B2749AC0B41007BD3B78EE12E4100E0215221AC0B4100F2E441A3E12E4100BC51E19AAB0B41008E9570B3E12E41009247D52FAB0B4100AC6AC6BCE12E4100AAC30FF9AA0B410016E8B2ECE12E41002A738316AA0B41006BF36516E22E41009EE4594FA90B410070383427E22E41006644AFFFA80B410087183B3EE22E41001C7B199CA80B4180F2EB276EE22E4100F29E73D2A70B41802D11539FE22E410080CBD103A70B4100500077B9E22E4100B26F4796A60B418038B3BCD1E22E4100928A243FA60B4180C9AACEDEE22E410030455412A60B4100F088C009E32E41005618E090A50B410093EC8A3BE32E4100BAF317E5A40B41805B1AFA68E32E4100B28A2F57A40B418046378DB0E32E41009C7EC356A30B41800E65FCDDE32E4100D4E7EDB9A20B41800310AC28E42E410012F866D2A10B410056829141E42E41004E6DC678A10B4100E084545CE42E4100200BB90DA10B4180C7DD1993E42E41004460AA2DA00B4100174A7ECAE42E41006A619C4D9F0B4180BC88C9DDE42E410052A1620A9F0B41800DA5AEF6E42E41007E5F3CB89E0B4100EA19572AE52E41000A1FE7189E0B4180A8B9A954E52E4100EAA677929D0B41806F911882E52E41000C2202119D0B41808FE76E8BE52E4100387328EE9C0B418016266495E52E4100BC72D0C89C0B41009D39599FE52E41005881FF9B9C0B4100F54A8DAAE52E410012A3B7679C0B4180002FAAADE52E4100A8CB4A569C0B41000ABDC6B0E52E4100FA54E33F9C0B410062A3FABBE52E41009A7CC6E39B0B4180D49AB6BFE52E41008CFFDBCF9B0B4100DF53D3C2E52E41001E7C6EBE9B0B41804BAC40D4E52E4100106C377B9B0B4100B7AEADE5E52E410088EEF4419B0B4100DAC8D1FFE52E410074DABBFE9A0B4100F9C82709E62E4100881C5BE39A0B41002C10B718E62E4100E23790B19A0B4100B34EAC22E62E41006837388C9A0B41805E2C4628E62E4100560E4D789A0B41007B7C1B50E62E410084C774DB990B418097A1F077E62E4100E468114B990B4100551643A2E62E41001E9F23C2980B4100F1C671B2E62E41005282E683980B41005DF4DEC3E62E4100BADBB836980B410009FD78C9E62E410086D25C16980B4180C94C4CD5E62E410090D1ACCB970B4180DEBE85DBE62E4100FA69CCAD970B4100A87175EAE62E41008AA7116D970B41007D0882FCE62E41008043DB29970B4100D2133526E72E4100343BF896960B41801AF8FD3BE72E41005AA1D044960B4180B57D2C4CE72E4100AC971CFF950B4180BD5BC86DE72E4100BEE9BB69950B41002D4D0390E72E4100349ADFD1940B410061EA929FE72E410066D1A193940B418064AE60B0E72E4100E2AB605A940B410039456DC2E72E41003CC79528940B4180A6C8DAD3E72E4100C4723E03940B4100C2C2AFFBE72E410074C30CBB930B4100D9A0F621E82E410032D81279930B4180E8A0A126E82E41001EBCD972930B41807F0A4235E82E410008F49F6C930B418000D7A83DE82E410078399760930B41008C2F6C58E82E4100D246430F930B41009AAC566CE82E4100AC7B84D3920B4180AB2A4397E82E410092BC2B3C930B4100D13502C3EA2E4100DCE8A9FA840B41805F403D05E52E4100466007D06A0B4100A4FF0F3FE42E4100AECEBF52680B41809689AB31DF2E4100946BBA69680B41"
"4128900034.0","N",15360,"165","105","17325","15390.9386362825","0106000020D70800000100000001030000000100000009000000805D3111A82B304100C8B085CECF0641005796C6D42B304100B0763CB7CF0641C0A8C21F032C3041004685179FCF064100A66B28F12B304100D2EE155BCC064100012A924B2B3041009452F8B4CC0641803C7020532B304100DC528F14CE0641809561C56B2B304100A8BEEE02CE0641404EC9A5882B3041001AC0E3DECF0641805D3111A82B304100C8B085CECF0641"
"4130190001.0","N",31175,"305","100","30500","31655.099662394","0106000020D7080000010000000103000000010000000F000000809A64C72D11304100C6F0DEECB10641808327815B113041004C3E2651B106410046ABBF27113041005605ED06AD06418034A682D8103041005E95C614AE0641C03A3A96C710304100C088D3ACAC0641C02958CA16113041002A89179FAB064180E6DCB3E010304100D2BC6623A70641804FB7258410304100F846EA53A80641407647E495103041002AEB54CDA90641409472427610304100F4FB0E39AA06418029A5117F10304100DEF46CF4AA0641800B7AB39E103041001690B388AA06414035B451B010304100EA816FFFAB064140A08921FF1030410068EBBB8BB20641809A64C72D11304100C6F0DEECB10641"
"2030380029.0","N",31412,"117.22","178.22","20890.9484","32073.5169168157","0106000020D7080000010000000103000000010000001D00000000C3543A7CEE2E41003081FE0FA00E4180281E3697EE2E4100EC5138D49F0E418077827FB4EE2E4100ECEE57939F0E418098601DF4EE2E4100B0D16A069F0E410093D99B12EF2E410056C0DDC29E0E4100D2E4C0ADEF2E4100AC92306B9D0E410061CDC674EF2E4100C6C9B5139C0E41009AAAC854EF2E41009C7FD9529B0E41008D7FC745EF2E4100AE5167F89A0E418073D5F02CEF2E410058EAA9629A0E41802CC2BA11EF2E41008E1BF19E9A0E41002BF9BEF3EE2E410040E9F9189A0E41002F9421F0EE2E410044FD2E1F9A0E4100C02EECC6EE2E4100E2031BB9980E418099C0E808EE2E4100888E75FF990E4180879AA9F2ED2E41005A9EAA259A0E410045F56E1BEE2E4100A46E7F8C9B0E41001D6B8FCCED2E4100C4A2F7139C0E4100FF8B20D7ED2E41002C8518619C0E4180586810F1ED2E41009609671E9D0E4100737B1AF9ED2E41009E0815599D0E41009D1B9606EE2E410058217DBB9D0E4100787E731AEE2E41004806794C9E0E418028874E2FEE2E41003ABBB2E49E0E4100E04C1C33EE2E4100A8EA76009F0E4180AEB6524AEE2E41001EAAE1A99F0E4100F92F1057EE2E4100E699DF06A00E418029E8AC60EE2E41005235074DA00E4100C3543A7CEE2E41003081FE0FA00E41"
"5012227501.0","N",150170,"0","0","0","69517.4028719278","0106000020D70800000100000001030000000100000015000000009F05D700B72C4100705C495186044180C2E45B00B72C41009AD4583386044180F1E6F1F9B62C410036582BA4840441003250A6F6B62C4100AC9210D783044100322164F6B62C41006CBCF9C683044100C4BF17DDB72C41000A53E41783044100069898D3B72C41007A48E3C880044100704382BEB72C4100C87E8E9F7C044180EEE807F5B62C41007E750DD77C044100D1A992EFB62C4100B0CA50C37B044100FDDD41ECB62C4100AC3AD31B7B0441809A770EE9B62C41000C911E7A7A04418010B843E4B62C41005E7C0488790441007D9E76DFB62C4100F02976957804410058A4CEDBB62C4100427BBDDC77044180EEF15FD9B62C4100CC17D96177044180A7020612B62C4100E828E597770441809C6ABD46B62C4100FE77328D810441803B2B4843B62C410056FF4DD486044180CA807AB7B62C4100A27EE2CC860441009F05D700B72C4100705C4951860441"
"5012840200.0","N",812093,"1094","744","813936","812093.321207313","0106000020D7080000010000000103000000010000001000000000A884044A9C2C4100FA57D160AD044100490A31F39A2C41007C0EAF86AD04418061D694D09A2C410038F8353B9F044100064CFC369C2C4100FA108C889E044100A08A1B369C2C4100F0CEAF899D044100F5EE34019C2C4100F6880EA49D044100CD6C50E0992C4100DEFBAEB39E044180496DBBE1992C4100B2714275A1044180A38F4D60972C4100AA0FDC60A30441803A033DC1962C4100AE2C694BA3044180C21DDD9A962C41004CB18049A30441004E28884F962C4100A09EAC3EC5044180B1A4C872962C4100A8E32445C50441805B5284F1992C4100E08254E9C5044100E86990869C2C41003264A262C6044100A884044A9C2C4100FA57D160AD0441"
"5031060001.0","N",24089,"221","109","24089","10864.4159242982","0106000020D70800000100000001030000000200000013000000801005BB1B812D4100A0EA8878450341000C19F240812D41009E7E405D4403410007022966812D41009A66F7414303410002EB5F8B812D41009AFAAE26420341801FFE59E5812D4100BC2CC6793F034100D71610D7812D4100663D22613F0341005DC4A3A7812D410006061ECA400341009AEC7589812D4100D4B2D8AF4103418094DB2A62812D4100FCC75D5B41034180F1A4E23F812D4100D212A9114103410040FBB519812D410046A195BF4003418059310EEE802D4100224AB961400341001D343C0C812D410050F1FD7B3F0341802E079334812D41004AA1EC483E034180EA20891E812D4100404EEB223E0341000F81EB4B802D41008495754D440341002D3ABEFC802D410062BCA1C9450341008543990C812D41004690B8EB450341801005BB1B812D4100A0EA88784503411500000080B5FAAA74802D4100F2C7B2E643034100C4D01681802D41001C62248843034100AD17BB8D802D4100CC4DE9274303418054380C9A802D410010D727CA420341004D87B4A6802D41004E32CF694203410094FA2EB3802D4100D09AD20A42034180904918CF802D4100D0745C3641034100B4D4B5F7802D4100A80EAF8D41034100B9235F13812D4100C0F827C941034180AACAC92F812D410024794106420341808CBB1951812D41003EAEE04D4203418090973035812D41003ED456224303418081F2C619812D410038FC66E7420341803A7F4C0D812D4100B893634643034180425BA400812D41007A38BCA6430341009C6553F4802D410032037D0444034180B2F3AEE7802D410084C3B86444034100A3F242DB802D41005A2947C344034180C184A0CE802D41007221742345034180D38C0868802D41000C6CE04644034180B5FAAA74802D4100F2C7B2E6430341"
"5039830142.0","N",34124,"225","250","56250","33895.0876266679","0106000020D7080000010000000103000000010000000800000080E46F58E30E2D4100C2E30BA0A601410034EC66960E2D4100064FD192A7014180E2723A470E2D410080759F8CA801418016854FFF0E2D410076B72840AC0141003AE1D8120E2D410004823E2AAF014100BE8707700E2D4100B8E1E209B10141009D539CF80F2D410068D93833AC014180E46F58E30E2D4100C2E30BA0A60141"
"5076640360.0","N",4107618,"1647","2494","4107618","4286901.05132816","0106000020D7080000010000000103000000010000002600000080E67E74D1382C410014A11E8288FF4000462674E5382C410044612A0186FF40800FF732F6382C4100C83C75E883FF4000E3535694392C4100C442006484FF40803BD7128D3A2C41008C69568464FF40802130CD623B2C4100DCC4F92345FF40006C8D55EE3C2C410030359FC010FF4000EC2B182C3C2C4100A4FBBC240FFF40009FB742D03B2C41002CCA3FCC10FF40805244B2B93B2C410050A57C3DF4FE4080EDC2CC133C2C410024C81136EAFE4080C990D176372C41004038626CE1FE4080F7A1391A2F2C41007C5CEE5FD9FE4080F3F64A972D2C4100D41D744D0CFF4000BDABA63B302C410088016EE911FF40800D6EDB902D2C4100E44309B468FF40007B61BB4C2D2C4100D4078B4D72FF408079757E722F2C4100B8E1DA5E7DFF4080B5FA46CD2F2C410058927CF674FF4080745CBF40302C410098943E4C76FF40808267FBF6302C410064639E6778FF4000743B1E89302C41004CB5CCFA82FF4000700A21E5302C4100F087FFD484FF4000A02CA784312C4100DCB6756585FF4080986A60D0312C41007C70775C7DFF400062996D7B322C4100B07002047EFF40806C4734C8322C4100A423364F7EFF40006ECD7D2C332C4100B03771B17EFF40006374EB76332C4100C05158FA7EFF4080E8D05EC5332C410010A330477FFF4080FF63D817342C410098D3F8977FFF4080722A4CCE332C4100BC22CE7787FF40802ACE6E18362C41005070978A89FF4080AC6F6C3A362C41008067BBB681FF4000532D2BDD362C41003838B18582FF4000AB5E2CBC362C4100FC95DE1E8AFF4080C0FC46B6382C41002CFB2EE98BFF4080E67E74D1382C410014A11E8288FF40"
"1007090014.0","N",17281,"75","98.75","7406.25","17546.1974091668","0106000020D7080000010000000103000000010000000C00000080AD90113E0B2E41008A5E16214A0A418055DA9ADE0A2E410076DFA96D470A41008ECE570A0B2E41007C14BE0C470A4100CE8C30A80A2E41001452D945440A4180AE4547500A2E4100C67FA708450A4100DB2B62240A2E41001AA8EC69450A41009A4289860A2E41008416D230480A410067D50F5B0A2E41003EB72891480A41802F0C532F0A2E410036D613F2480A4180FBD3E78E0A2E410096B45AA64B0A41802C170FE60A2E410042C7ACE44A0A4180AD90113E0B2E41008A5E16214A0A41"
"1019330020.0","N",31272,"241.91","214.06","51783.2546","30535.9451305602","0106000020D7080000010000000103000000010000001700000080664137427A2E4100AC849974B50C41002B6C869A782E410022DD8220B90C4180CFEB72B9782E41000C288CFFB90C410058EE9EBA782E4100FC49F2FCB90C4100A7CE3BDA782E41001E84F3E0BA0C41802DFCBDE5782E410056216BC7BA0C4180ED76BCF6782E41008E8BFD41BB0C41803C41E30F792E4100B0FB310ABB0C4100D669B70D792E410058E91E02BD0C4100BC81AD05792E410034239101BD0C41805FEB8C04792E41002ACB2007BE0C4100A617BA1E792E41002612EF08BE0C4100C8D3C21E792E41003413EF00BE0C41000C489A99792E4100F6AB6609BE0C4100F3769C9A792E4100C632701FBD0C418090EBC3C0792E4100F2741122BD0C4180139A30C2792E4100E8C579D7BB0C410068CE08A4792E4100DC9D65D5BB0C41802CA3C8A5792E4100B24A4C3FBA0C41801D7BC16B7A2E410088271E88B80C410086E6205D7A2E41005ADF9D1EB80C4100B058DD907A2E41005063D8ABB70C4180664137427A2E4100AC849974B50C41"
